Roberto Bautista-Agut,0.7701149425287356,0.7674418604651163,0.7647058823529411,Marius Copil,0.28169014084507044,0.2702702702702703,0.273972602739726,1
Dominic Thiem,0.6875,0.6721311475409836,0.6666666666666666,Jo-Wilfried Tsonga,0.37037037037037035,0.36496350364963503,0.37037037037037035,1
Richard Gasquet,0.6875,0.6721311475409836,0.6666666666666666,Juan Ignacio Londero,0.37037037037037035,0.36764705882352944,0.37037037037037035,1
Milos Raonic,0.6551724137931034,0.6503496503496503,0.6428571428571429,Hyeon Chung,0.4,0.390625,0.38461538461538464,0
Nikoloz Basilashvili,0.6078431372549019,0.6153846153846154,0.6078431372549019,Fernando Verdasco,0.4444444444444444,0.423728813559322,0.425531914893617,0
Philipp Kohlschreiber,0.5652173913043478,0.576271186440678,0.574468085106383,Jannik Sinner,0.4878048780487805,0.46296296296296297,0.46511627906976744,0
Roger Federer,0.9708879184861717,0.967741935483871,0.967741935483871,Radu Albot,0.0625,0.05555555555555555,0.06666666666666667,1
Gael Monfils,0.8412698412698413,0.8333333333333334,0.8260869565217391,Dennis Novak,0.20408163265306123,0.20833333333333334,0.21052631578947367,1
Stan Wawrinka,0.8275862068965517,0.8214285714285714,0.8333333333333334,Pablo Cuevas,0.21739130434782608,0.2222222222222222,0.2,1
Jan-Lennard Struff,0.7530864197530864,0.7619047619047619,0.75,Henri Laaksonen,0.30303030303030304,0.2857142857142857,0.2857142857142857,1
Alex De Minaur,0.6226415094339622,0.609375,0.6153846153846154,Taylor Fritz,0.43103448275862066,0.43103448275862066,0.4166666666666667,1
Karen Khachanov,0.7333333333333333,0.7368421052631579,0.7142857142857143,Marton Fucsovics,0.31746031746031744,0.3076923076923077,0.3225806451612903,1
David Goffin,0.6389891696750902,0.6183206106870229,0.6428571428571429,Marin Cilic,0.4166666666666667,0.42016806722689076,0.38461538461538464,1
Matteo Berrettini,0.6363636363636364,0.635036496350365,0.6226415094339622,Grigor Dimitrov,0.4166666666666667,0.4032258064516129,0.40816326530612246,1
Daniel Evans,0.5815899581589958,0.5833333333333334,0.574468085106383,Frances Tiafoe,0.4716981132075472,0.45871559633027525,0.46511627906976744,0
Stefanos Tsitsipas,0.8412698412698413,0.8214285714285714,0.8461538461538461,Ricardas Berankis,0.20408163265306123,0.2222222222222222,0.19047619047619047,1
Dominic Thiem,0.8,0.803921568627451,0.8095238095238095,Fernando Verdasco,0.24390243902439024,0.23809523809523808,0.2247191011235955,1
Stan Wawrinka,0.7409326424870466,0.7368421052631579,0.7222222222222222,Frances Tiafoe,0.3076923076923077,0.30303030303030304,0.3125,1
Roberto Bautista-Agut,0.7530864197530864,0.7297297297297297,0.7435897435897436,Richard Gasquet,0.29850746268656714,0.31746031746031744,0.29411764705882354,1
Gael Monfils,0.5555555555555556,0.5535714285714286,0.5555555555555556,Jannik Sinner,0.49504950495049505,0.4854368932038835,0.4878048780487805,1
Andrey Rublev,0.6,0.5726495726495726,0.5833333333333334,Hyeon Chung,0.45454545454545453,0.4672897196261682,0.45454545454545453,1
Fabio Fognini,0.5555555555555556,0.5454545454545454,0.5454545454545454,Filip Krajinovic,0.49504950495049505,0.49504950495049505,0.5,0
Aljaz Bedene,0.5475113122171946,0.5283018867924528,0.5454545454545454,Gilles Simon,0.5073891625615764,0.5098039215686274,0.5,1
Gael Monfils,0.6363636363636364,0.6323529411764706,0.6363636363636364,Aljaz Bedene,0.4166666666666667,0.4065040650406504,0.39215686274509803,1
Alex De Minaur,0.6774193548387096,0.6825396825396826,0.6666666666666666,Jan-Lennard Struff,0.37735849056603776,0.35714285714285715,0.37037037037037035,1
Roberto Bautista-Agut,0.6610169491525424,0.6666666666666666,0.6666666666666666,Reilly Opelka,0.39215686274509803,0.37037037037037035,0.37037037037037035,0
Aryna Sabalenka,0.6453900709219859,0.6402877697841727,0.6078431372549019,Elise Mertens,0.4032258064516129,0.4,0.425531914893617,1
Karen Khachanov,0.6,0.5934959349593496,0.6,Diego Sebastian Schwartzman,0.45454545454545453,0.44642857142857145,0.43478260869565216,0
Matteo Berrettini,0.6138996138996139,0.6031746031746031,0.6153846153846154,Andrey Rublev,0.43859649122807015,0.43478260869565216,0.4166666666666667,1
Bianca Vanessa Andreescu,0.6666666666666666,0.647887323943662,0.6296296296296297,Simona Halep,0.38461538461538464,0.390625,0.4,0
Andrey Rublev,0.5283018867924528,0.5327102803738317,0.5348837209302325,Jo-Wilfried Tsonga,0.5283018867924528,0.504950495049505,0.5121951219512195,0
Alex De Minaur,0.8773006134969326,0.8947368421052632,0.875,Laslo Djere,0.16393442622950818,0.14925373134328357,0.16666666666666666,1
Daniil Medvedev,0.8850574712643678,0.875,0.8888888888888888,Jeremy Chardy,0.16,0.16393442622950818,0.14285714285714285,0
Alexander Zverev,0.7701149425287356,0.7674418604651163,0.7647058823529411,Fernando Verdasco,0.28169014084507044,0.2777777777777778,0.273972602739726,1
Petra Kvitova,0.7014925373134329,0.7014925373134329,0.696969696969697,Belinda Bencic,0.35714285714285715,0.3401360544217687,0.3448275862068966,0
Karen Khachanov,0.6551724137931034,0.6428571428571429,0.6428571428571429,Jan-Lennard Struff,0.4,0.3968253968253968,0.38461538461538464,0
Frances Tiafoe,0.5594713656387665,0.5726495726495726,0.5652173913043478,Taylor Fritz,0.49019607843137253,0.4672897196261682,0.47619047619047616,0
Grigor Dimitrov,0.6031746031746031,0.5798319327731093,0.6078431372549019,Ugo Humbert,0.4484304932735426,0.45871559633027525,0.425531914893617,1
Andreas Seppi,0.5391705069124424,0.5535714285714286,0.5454545454545454,Radu Albot,0.5145631067961165,0.4854368932038835,0.5,0
Kyle Edmund,0.5475113122171946,0.5370370370370371,0.5555555555555556,Ricardas Berankis,0.5073891625615764,0.5,0.4878048780487805,1
Corentin Moutet,0.5348837209302325,0.5145631067961165,0.5454545454545454,Dusan Lajovic,0.5192307692307693,0.5238095238095238,0.5,1
Rafael Nadal,0.8773006134969326,0.875,0.875,Adrian Mannarino,0.16393442622950818,0.16129032258064516,0.16666666666666666,1
Stefanos Tsitsipas,0.7590361445783133,0.75,0.75,Taylor Fritz,0.29411764705882354,0.2898550724637681,0.2857142857142857,1
John Isner,0.6875,0.696969696969697,0.6875,Cristian Garin,0.36363636363636365,0.3424657534246575,0.35714285714285715,0
Gael Monfils,0.6666666666666666,0.6621621621621622,0.6428571428571429,Benoit Paire,0.38461538461538464,0.37593984962406013,0.38461538461538464,1
Denis Shapovalov,0.6721311475409836,0.6825396825396826,0.6428571428571429,Fabio Fognini,0.38461538461538464,0.35714285714285715,0.38461538461538464,1
Diego Sebastian Schwartzman,0.6363636363636364,0.609375,0.6226415094339622,Kyle Edmund,0.42016806722689076,0.423728813559322,0.40816326530612246,0
Stan Wawrinka,0.6031746031746031,0.609375,0.6078431372549019,Marin Cilic,0.4484304932735426,0.43103448275862066,0.425531914893617,1
Dominic Thiem,0.6254681647940075,0.6153846153846154,0.6153846153846154,Milos Raonic,0.4291845493562232,0.43103448275862066,0.4166666666666667,1
Matteo Berrettini,0.6138996138996139,0.6124031007751938,0.6078431372549019,Jo-Wilfried Tsonga,0.43859649122807015,0.42735042735042733,0.425531914893617,0
David Goffin,0.5594713656387665,0.5495495495495496,0.5454545454545454,Grigor Dimitrov,0.49019607843137253,0.49019607843137253,0.5,0
Alex De Minaur,0.5967741935483871,0.6,0.5833333333333334,Roberto Bautista-Agut,0.45871559633027525,0.43859649122807015,0.45454545454545453,1
Bianca Vanessa Andreescu,0.6254681647940075,0.609375,0.6226415094339622,Karolina Pliskova,0.425531914893617,0.43103448275862066,0.40816326530612246,0
Elina Svitolina,0.5348837209302325,0.5327102803738317,0.5121951219512195,Simona Halep,0.5192307692307693,0.504950495049505,0.5348837209302325,1
Novak Djokovic,0.934640522875817,0.9285714285714286,0.9523809523809523,Kyle Edmund,0.10526315789473684,0.09615384615384616,0.08333333333333333,1
Gael Monfils,0.8076923076923077,0.803921568627451,0.8,Radu Albot,0.24390243902439024,0.23809523809523808,0.23809523809523808,1
Alexander Zverev,0.7014925373134329,0.6923076923076923,0.6875,Denis Shapovalov,0.35714285714285715,0.3472222222222222,0.35714285714285715,0
Jeremy Chardy,0.6428571428571429,0.6323529411764706,0.6296296296296297,Cristian Garin,0.40816326530612246,0.4065040650406504,0.4,0
Stefanos Tsitsipas,0.6254681647940075,0.6402877697841727,0.6296296296296297,Alex De Minaur,0.425531914893617,0.4,0.4,1
Dominic Thiem,0.6031746031746031,0.6,0.6,Grigor Dimitrov,0.4484304932735426,0.43859649122807015,0.43478260869565216,0
Ashleigh Barty,0.5594713656387665,0.5901639344262295,0.5652173913043478,Petra Kvitova,0.49019607843137253,0.45454545454545453,0.47619047619047616,1
Kiki Bertens,0.5391705069124424,0.5370370370370371,0.5348837209302325,Belinda Bencic,0.5145631067961165,0.5,0.4830917874396135,0
Ashleigh Barty,0.6610169491525424,0.6875,0.6551724137931034,Danielle Collins,0.39215686274509803,0.38461538461538464,0.37735849056603776,1
Elena Rybakina,0.6666666666666666,0.6666666666666666,0.6551724137931034,Heather Watson,0.38461538461538464,0.37037037037037035,0.37735849056603776,1
Andrey Rublev,0.6428571428571429,0.6575342465753424,0.6428571428571429,Felix Auger-Aliassime,0.411522633744856,0.4132231404958678,0.38461538461538464,1
Hubert Hurkacz,0.6183206106870229,0.6268656716417911,0.6153846153846154,Benoit Paire,0.43478260869565216,0.4098360655737705,0.4166666666666667,0
Aryna Sabalenka,0.5967741935483871,0.5833333333333334,0.5833333333333334,Dayana Yastremska,0.45871559633027525,0.4854368932038835,0.45454545454545453,0
Tommy Paul,0.5780590717299579,0.5726495726495726,0.5652173913043478,Lloyd Harris,0.4716981132075472,0.49504950495049505,0.47619047619047616,0
Shuai Zhang,0.5495495495495496,0.5614035087719298,0.5555555555555556,Veronika Kudermetova,0.5073891625615764,0.4807692307692308,0.4878048780487805,1
John Isner,0.5305164319248826,0.5238095238095238,0.5238095238095238,Ugo Humbert,0.5215311004784688,0.5145631067961165,0.5238095238095238,0
Dominic Thiem,0.934640522875817,0.9444444444444444,0.9411764705882353,Alex Bolt,0.1,0.08620689655172414,0.1,1
Kiki Bertens,0.934640522875817,0.9230769230769231,0.9230769230769231,Arina Rodionova,0.10526315789473684,0.10526315789473684,0.11764705882352941,1
Simona Halep,0.900990099009901,0.9230769230769231,0.9230769230769231,Harriet Dart,0.14285714285714285,0.10752688172043011,0.11764705882352941,1
Andrey Rublev,0.8850574712643678,0.9047619047619048,0.8823529411764706,Yuichi Sugita,0.15625,0.13513513513513514,0.15384615384615385,1
David Goffin,0.900990099009901,0.8823529411764706,0.8947368421052632,Pierre-Hugues Herbert,0.14285714285714285,0.15873015873015872,0.13793103448275862,1
John Isner,0.8850574712643678,0.9047619047619048,0.875,Alejandro Tabilo,0.15384615384615385,0.136986301369863,0.16666666666666666,1
Karolina Pliskova,0.8773006134969326,0.8947368421052632,0.8888888888888888,Laura Siegemund,0.16393442622950818,0.14705882352941177,0.14285714285714285,1
Alexander Zverev,0.855072463768116,0.8461538461538461,0.8461538461538461,Egor Gerasimov,0.19230769230769232,0.19230769230769232,0.19047619047619047,1
Anett Kontaveit,0.855072463768116,0.8666666666666667,0.8571428571428571,Sara Sorribes Tormo,0.19230769230769232,0.1694915254237288,0.18181818181818182,1
Elina Svitolina,0.8412698412698413,0.8461538461538461,0.8461538461538461,Lauren Davis,0.20833333333333334,0.19607843137254902,0.19047619047619047,1
Angelique Kerber,0.8333333333333334,0.8333333333333334,0.8333333333333334,Priscilla Hon,0.2127659574468085,0.20408163265306123,0.2,1
Nick Kyrgios,0.8130841121495327,0.7916666666666666,0.8260869565217391,Gilles Simon,0.23529411764705882,0.25,0.21052631578947367,1
Stan Wawrinka,0.8275862068965517,0.8148148148148148,0.8181818181818182,Andreas Seppi,0.2222222222222222,0.2222222222222222,0.2222222222222222,1
Pablo Carreno-Busta,0.8076923076923077,0.8148148148148148,0.8,Peter Gojowczyk,0.24390243902439024,0.22727272727272727,0.23809523809523808,1
Elise Mertens,0.8,0.7959183673469388,0.7777777777777778,Heather Watson,0.25316455696202533,0.24390243902439024,0.2564102564102564,1
Gael Monfils,0.782608695652174,0.782608695652174,0.7647058823529411,Ivo Karlovic,0.2702702702702703,0.2631578947368421,0.273972602739726,1
Karen Khachanov,0.7333333333333333,0.7435897435897436,0.7297297297297297,Mikael Ymer,0.3225806451612903,0.29411764705882354,0.30303030303030304,1
Alexei Popyrin,0.7101449275362319,0.6825396825396826,0.6875,Jaume Munar,0.3389830508474576,0.35714285714285715,0.35714285714285715,1
Danielle Collins,0.7014925373134329,0.6923076923076923,0.6875,Yulia Putintseva,0.3508771929824561,0.3472222222222222,0.35714285714285715,0
Anastasia Pavlyuchenkova,0.6666666666666666,0.6721311475409836,0.6774193548387096,Taylor Townsend,0.38461538461538464,0.36764705882352944,0.36363636363636365,1
Iga Swiatek,0.6183206106870229,0.6323529411764706,0.6296296296296297,Carla Suarez Navarro,0.43478260869565216,0.4098360655737705,0.4,1
Fernando Verdasco,0.6138996138996139,0.6031746031746031,0.6,Nikoloz Basilashvili,0.43859649122807015,0.43478260869565216,0.43478260869565216,1
Svetlana Kuznetsova,0.5850622406639004,0.5934959349593496,0.5918367346938775,Camila Giorgi,0.4672897196261682,0.44642857142857145,0.4444444444444444,0
Kevin Anderson,0.5594713656387665,0.5652173913043478,0.5555555555555556,Taylor Fritz,0.49504950495049505,0.4716981132075472,0.4878048780487805,0
Roger Federer,0.9523809523809523,0.9444444444444444,0.9473684210526315,John Millman,0.08695652173913043,0.07936507936507936,0.09090909090909091,1
Serena Williams,0.900990099009901,0.9166666666666666,0.9090909090909091,Qiang Wang,0.13333333333333333,0.13157894736842105,0.125,0
Naomi Osaka,0.8333333333333334,0.8275862068965517,0.8181818181818182,Cori Gauff,0.2127659574468085,0.21739130434782608,0.2222222222222222,0
Ashleigh Barty,0.7894736842105263,0.7674418604651163,0.7777777777777778,Elena Rybakina,0.2597402597402597,0.2777777777777778,0.2564102564102564,1
Madison Keys,0.7590361445783133,0.7619047619047619,0.7297297297297297,Maria Sakkari,0.29411764705882354,0.2857142857142857,0.30303030303030304,0
Stefanos Tsitsipas,0.7354497354497355,0.7435897435897436,0.7297297297297297,Milos Raonic,0.31746031746031744,0.30303030303030304,0.30303030303030304,0
Roberto Bautista-Agut,0.7468354430379747,0.7435897435897436,0.7297297297297297,Marin Cilic,0.30303030303030304,0.29850746268656714,0.30303030303030304,0
Diego Schwartzman,0.7468354430379747,0.7142857142857143,0.7142857142857143,Dusan Lajovic,0.30303030303030304,0.32786885245901637,0.3225806451612903,1
Caroline Wozniacki,0.726027397260274,0.7014925373134329,0.696969696969697,Ons Jabeur,0.3225806451612903,0.3401360544217687,0.3448275862068966,0
Sofia Kenin,0.6721311475409836,0.6503496503496503,0.6551724137931034,Shuai Zhang,0.38022813688212925,0.390625,0.37735849056603776,1
Petra Kvitova,0.6666666666666666,0.6551724137931034,0.6551724137931034,Ekaterina Alexandrova,0.38461538461538464,0.3816793893129771,0.37735849056603776,1
Sam Querrey,0.6108949416342413,0.6031746031746031,0.5918367346938775,Tennys Sandgren,0.4444444444444444,0.4424778761061947,0.4444444444444444,0
Marton Fucsovics,0.6254681647940075,0.6031746031746031,0.6,Tommy Paul,0.425531914893617,0.43478260869565216,0.43478260869565216,1
Julia Goerges,0.5475113122171946,0.5370370370370371,0.5348837209302325,Alison Riske,0.5073891625615764,0.5,0.5121951219512195,0
Fabio Fognini,0.5169082125603864,0.5098039215686274,0.5121951219512195,Guido Pella,0.5348837209302325,0.5283018867924528,0.5348837209302325,1
Daniil Medvedev,0.893048128342246,0.8947368421052632,0.8823529411764706,Alexei Popyrin,0.14814814814814814,0.14925373134328357,0.15384615384615385,1
Dominic Thiem,0.726027397260274,0.7297297297297297,0.7142857142857143,Taylor Fritz,0.32786885245901637,0.31746031746031744,0.3225806451612903,1
Simona Halep,0.7058823529411765,0.7222222222222222,0.7142857142857143,Yulia Putintseva,0.3472222222222222,0.3225806451612903,0.3225806451612903,1
